9.313167980027982296e+00,3.646234562636228471e+00,1.344015540646173124e+00,1.259568278480109349e+01,-7.964462590828410349e+00,-4.337095196759966353e-01,-3.346381179955256968e+00,1.890695820707031460e+00,2.423709744473924843e+00,-9.197188214382884253e-01,5.352013503173053799e+00,7.547442301144059451e-01,2.413359650506117671e+00
8.853529315807564970e+00,3.273366436566899629e-01,-7.334519947910219662e-01,1.394875242849234098e+01,-1.221169633168813995e+01,3.206322474946432521e+00,-6.712509268287040420e+00,4.746178422110759243e+00,-4.701320493909598497e+00,-8.766260163308736253e+00,7.575925031591157932e+00,3.719508642087554051e+00,-2.344452954658685861e+00
8.722446341179848517e+00,-2.181518617430262541e+00,-3.140984047074939056e+00,1.571982682135531029e+01,-1.168352411901926580e+01,1.591963531350876204e+00,-1.271149275344208718e+01,2.081920133889302527e+00,2.150580143887266260e+00,-9.735355810363435225e+00,-3.682775666001733672e+00,-1.782678838155837830e+00,-3.242570417217352396e+00
8.892132498396527751e+00,-6.134743386616906546e-01,1.567552668068362243e+00,1.457400252090482162e+01,-6.050546351262465983e+00,4.290121973320147220e+00,-1.385914182720510546e+01,-4.766703671987872148e+00,-6.413365716188939025e+00,-4.781025425620515357e+00,7.969344369521789595e+00,4.750884517712219868e+00,-3.384395688206277786e+00
1.042612312264106222e+01,-1.200687465588629266e+01,-6.290054563383979946e-01,1.184304688023503616e+01,-9.833589414326869615e+00,7.539565940085013018e+00,-1.420393355809765268e+01,1.462308075378909278e+00,-9.811705625758937899e+00,-7.697978038912160759e-02,-3.048534530189182856e+00,-1.360033268178213683e+00,-4.924794954170864436e+00
1.394173962445309023e+01,1.676067982640600107e+01,8.337532781957234462e+00,7.200598574774462968e+00,-2.848718588290776310e+01,-8.996075061196036060e+00,-2.212373562417502626e+01,-1.094628079077820182e+01,-6.595012398947879717e+00,-8.171830612656300730e+00,7.300778865664032224e+00,-7.738743775311122342e+00,-4.310547636217489931e+00
1.740843552384484738e+01,4.507635020419173522e+00,8.448904629500416874e+00,-3.574824056441764153e+00,-4.372016059264006316e+01,-7.143003226869358180e+00,-6.503855524708430202e+00,-3.836129814269467975e+00,9.993719010773000733e+00,-2.722271164211795380e+00,-7.302826560231132191e+00,-1.365444884985263307e+01,-1.335293071420473154e+01
1.734365111300080642e+01,8.411615373231645876e+00,-5.419220545097520159e+00,1.580762749094061503e-01,-2.469269466900441046e+01,-1.555863679741395345e+01,5.525900587613522680e-02,3.402322264302246158e+00,4.886773292566698679e+00,-6.335966509459226792e+00,-8.629418921280231913e+00,-1.647668132133301100e+01,-1.217022163904595544e+01
1.575226553642740157e+01,8.568552443955892883e+00,-5.016224639172302879e+00,-4.208152154068376838e+00,-3.765642622255965222e+01,-2.638442422296212797e+01,6.910398182477821116e+00,-4.986873037355801230e-01,-7.728063809909694548e+00,1.448528280656262446e+01,3.601577722156743544e+00,-1.894098737774257657e+01,5.679987084199431990e+00
1.612897889281547137e+01,1.469996143912001862e+01,-9.233400484089800964e-01,-1.375094869730457070e+01,-2.755394044783757224e+01,-1.971057673285924494e+01,-1.678173401540648868e+01,1.316744233483835735e+01,9.568970211898978340e-01,1.856612458795444232e+00,1.171569481452963402e+01,-1.849380787541447901e+01,-1.746531282244605299e+00
